aia_filenames,aia_iso_dates,aia_wavelengths,eve_indices,eve_dates,time_delta
aia_lev1_304a_2012_05_17t00_00_08_12z_image_lev1.fits,2012-05-17 00:00:08+00:00,304a,1075680,2012-05-17 00:00:13+00:00,0 days 00:00:05
aia_lev1_193a_2012_04_02t00_00_07_84z_image_lev1.fits,2012-04-02 00:00:07+00:00,193a,1010880,2012-04-02 00:00:11+00:00,0 days 00:00:04
aia_lev1_304a_2011_02_14t00_00_08_12z_image_lev1.fits,2011-02-14 00:00:08+00:00,304a,416160,2011-02-14 00:00:12+00:00,0 days 00:00:04
aia_lev1_211a_2011_05_12t00_00_00_62z_image_lev1.fits,2011-05-12 00:00:00+00:00,211a,541440,2011-05-12 00:00:06+00:00,0 days 00:00:06
aia_lev1_211a_2011_01_02t00_00_00_63z_image_lev1.fits,2011-01-02 00:00:00+00:00,211a,354240,2011-01-02 00:00:10+00:00,0 days 00:00:10
aia_lev1_304a_2012_11_05t00_00_07_12z_image_lev1.fits,2012-11-05 00:00:07+00:00,304a,1321560,2012-11-05 00:00:14+00:00,0 days 00:00:07
aia_lev1_193a_2011_06_01t00_00_07_84z_image_lev1.fits,2011-06-01 00:00:07+00:00,193a,570240,2011-06-01 00:00:10+00:00,0 days 00:00:03
aia_lev1_304a_2011_05_20t00_00_08_12z_image_lev1.fits,2011-05-20 00:00:08+00:00,304a,552960,2011-05-20 00:00:07+00:00,0 days 00:00:01
aia_lev1_193a_2011_05_01t00_00_07_84z_image_lev1.fits,2011-05-01 00:00:07+00:00,193a,525600,2011-05-01 00:00:13+00:00,0 days 00:00:06
aia_lev1_193a_2012_07_23t00_00_06_84z_image_lev1.fits,2012-07-23 00:00:06+00:00,193a,1172160,2012-07-23 00:00:07+00:00,0 days 00:00:01
aia_lev1_304a_2011_06_07t00_00_08_12z_image_lev1.fits,2011-06-07 00:00:08+00:00,304a,578880,2011-06-07 00:00:12+00:00,0 days 00:00:04
aia_lev1_304a_2012_05_12t00_00_08_12z_image_lev1.fits,2012-05-12 00:00:08+00:00,304a,1068480,2012-05-12 00:00:11+00:00,0 days 00:00:03
aia_lev1_304a_2011_06_05t00_00_08_13z_image_lev1.fits,2011-06-05 00:00:08+00:00,304a,576000,2011-06-05 00:00:11+00:00,0 days 00:00:03
aia_lev1_193a_2012_12_24t00_00_06_84z_image_lev1.fits,2012-12-24 00:00:06+00:00,193a,1392120,2012-12-24 00:00:07+00:00,0 days 00:00:01
aia_lev1_193a_2012_04_06t00_00_07_84z_image_lev1.fits,2012-04-06 00:00:07+00:00,193a,1016640,2012-04-06 00:00:12+00:00,0 days 00:00:05
aia_lev1_171a_2012_10_29t00_00_11_34z_image_lev1.fits,2012-10-29 00:00:11+00:00,171a,1311480,2012-10-29 00:00:12+00:00,0 days 00:00:01
aia_lev1_171a_2011_03_05t00_00_00_34z_image_lev1.fits,2011-03-05 00:00:00+00:00,171a,443520,2011-03-05 00:00:07+00:00,0 days 00:00:07
aia_lev1_193a_2012_07_19t00_00_06_84z_image_lev1.fits,2012-07-19 00:00:06+00:00,193a,1166400,2012-07-19 00:00:07+00:00,0 days 00:00:01
aia_lev1_304a_2012_07_25t00_00_07_12z_image_lev1.fits,2012-07-25 00:00:07+00:00,304a,1174200,2012-07-25 00:00:08+00:00,0 days 00:00:01
aia_lev1_171a_2011_06_25t00_00_00_34z_image_lev1.fits,2011-06-25 00:00:00+00:00,171a,604800,2011-06-25 00:00:06+00:00,0 days 00:00:06
aia_lev1_171a_2011_02_26t00_00_00_34z_image_lev1.fits,2011-02-26 00:00:00+00:00,171a,433440,2011-02-26 00:00:05+00:00,0 days 00:00:05
aia_lev1_171a_2011_01_05t00_00_00_34z_image_lev1.fits,2011-01-05 00:00:00+00:00,171a,358560,2011-01-05 00:00:11+00:00,0 days 00:00:11
aia_lev1_193a_2012_06_30t00_00_07_84z_image_lev1.fits,2012-06-30 00:00:07+00:00,193a,1139040,2012-06-30 00:00:13+00:00,0 days 00:00:06
aia_lev1_193a_2012_08_18t00_00_06_84z_image_lev1.fits,2012-08-18 00:00:06+00:00,193a,1208100,2012-08-18 00:00:14+00:00,0 days 00:00:08
aia_lev1_193a_2012_11_19t00_00_06_84z_image_lev1.fits,2012-11-19 00:00:06+00:00,193a,1341720,2012-11-19 00:00:08+00:00,0 days 00:00:02
aia_lev1_304a_2012_12_24t00_00_07_12z_image_lev1.fits,2012-12-24 00:00:07+00:00,304a,1392120,2012-12-24 00:00:07+00:00,0 days 00:00:00
aia_lev1_193a_2011_01_12t00_00_07_84z_image_lev1.fits,2011-01-12 00:00:07+00:00,193a,368640,2011-01-12 00:00:13+00:00,0 days 00:00:06
aia_lev1_304a_2012_08_13t00_00_07_12z_image_lev1.fits,2012-08-13 00:00:07+00:00,304a,1201560,2012-08-13 00:00:12+00:00,0 days 00:00:05
aia_lev1_171a_2012_03_23t00_00_00_35z_image_lev1.fits,2012-03-23 00:00:00+00:00,171a,996480,2012-03-23 00:00:08+00:00,0 days 00:00:08
aia_lev1_304a_2012_09_19t00_00_07_12z_image_lev1.fits,2012-09-19 00:00:07+00:00,304a,1254180,2012-09-19 00:00:12+00:00,0 days 00:00:05
aia_lev1_171a_2011_02_01t00_00_00_34z_image_lev1.fits,2011-02-01 00:00:00+00:00,171a,397440,2011-02-01 00:00:08+00:00,0 days 00:00:08
aia_lev1_193a_2012_12_03t00_00_06_84z_image_lev1.fits,2012-12-03 00:00:06+00:00,193a,1361880,2012-12-03 00:00:11+00:00,0 days 00:00:05
aia_lev1_211a_2011_05_19t00_00_00_62z_image_lev1.fits,2011-05-19 00:00:00+00:00,211a,551520,2011-05-19 00:00:07+00:00,0 days 00:00:07
aia_lev1_193a_2012_05_21t00_00_07_84z_image_lev1.fits,2012-05-21 00:00:07+00:00,193a,1081440,2012-05-21 00:00:14+00:00,0 days 00:00:07
aia_lev1_211a_2011_04_05t00_00_00_62z_image_lev1.fits,2011-04-05 00:00:00+00:00,211a,488160,2011-04-05 00:00:06+00:00,0 days 00:00:06
aia_lev1_193a_2012_08_20t00_00_06_84z_image_lev1.fits,2012-08-20 00:00:06+00:00,193a,1210980,2012-08-20 00:00:14+00:00,0 days 00:00:08
aia_lev1_193a_2012_03_22t00_00_07_84z_image_lev1.fits,2012-03-22 00:00:07+00:00,193a,995040,2012-03-22 00:00:08+00:00,0 days 00:00:01
aia_lev1_193a_2011_01_06t00_00_07_84z_image_lev1.fits,2011-01-06 00:00:07+00:00,193a,360000,2011-01-06 00:00:11+00:00,0 days 00:00:04
aia_lev1_193a_2012_08_15t00_00_06_84z_image_lev1.fits,2012-08-15 00:00:06+00:00,193a,1204440,2012-08-15 00:00:13+00:00,0 days 00:00:07
aia_lev1_171a_2012_04_30t00_00_00_34z_image_lev1.fits,2012-04-30 00:00:00+00:00,171a,1051200,2012-04-30 00:00:08+00:00,0 days 00:00:08
aia_lev1_171a_2011_05_27t00_00_00_34z_image_lev1.fits,2011-05-27 00:00:00+00:00,171a,563040,2011-05-27 00:00:09+00:00,0 days 00:00:09
aia_lev1_304a_2011_06_18t00_00_08_12z_image_lev1.fits,2011-06-18 00:00:08+00:00,304a,594720,2011-06-18 00:00:14+00:00,0 days 00:00:06
aia_lev1_304a_2011_01_11t00_00_08_12z_image_lev1.fits,2011-01-11 00:00:08+00:00,304a,367200,2011-01-11 00:00:13+00:00,0 days 00:00:05
aia_lev1_193a_2011_04_06t00_00_07_84z_image_lev1.fits,2011-04-06 00:00:07+00:00,193a,489600,2011-04-06 00:00:06+00:00,0 days 00:00:01
aia_lev1_171a_2012_06_13t00_00_00_34z_image_lev1.fits,2012-06-13 00:00:00+00:00,171a,1114560,2012-06-13 00:00:09+00:00,0 days 00:00:09
aia_lev1_304a_2012_08_21t00_00_07_12z_image_lev1.fits,2012-08-21 00:00:07+00:00,304a,1212420,2012-08-21 00:00:14+00:00,0 days 00:00:07
aia_lev1_193a_2012_04_01t00_00_07_84z_image_lev1.fits,2012-04-01 00:00:07+00:00,193a,1009440,2012-04-01 00:00:11+00:00,0 days 00:00:04
aia_lev1_193a_2012_04_08t00_00_07_84z_image_lev1.fits,2012-04-08 00:00:07+00:00,193a,1019520,2012-04-08 00:00:13+00:00,0 days 00:00:06
aia_lev1_193a_2012_08_27t00_00_06_84z_image_lev1.fits,2012-08-27 00:00:06+00:00,193a,1221060,2012-08-27 00:00:06+00:00,0 days 00:00:00
aia_lev1_171a_2011_06_30t00_00_00_34z_image_lev1.fits,2011-06-30 00:00:00+00:00,171a,612000,2011-06-30 00:00:07+00:00,0 days 00:00:07
aia_lev1_171a_2012_09_20t00_00_11_35z_image_lev1.fits,2012-09-20 00:00:11+00:00,171a,1255620,2012-09-20 00:00:12+00:00,0 days 00:00:01
aia_lev1_171a_2012_08_16t00_00_11_34z_image_lev1.fits,2012-08-16 00:00:11+00:00,171a,1205220,2012-08-16 00:00:13+00:00,0 days 00:00:02
aia_lev1_304a_2012_05_09t00_00_08_13z_image_lev1.fits,2012-05-09 00:00:08+00:00,304a,1064160,2012-05-09 00:00:11+00:00,0 days 00:00:03
aia_lev1_171a_2012_07_16t00_00_11_35z_image_lev1.fits,2012-07-16 00:00:11+00:00,171a,1162080,2012-07-16 00:00:06+00:00,0 days 00:00:05
aia_lev1_171a_2012_09_04t00_00_11_35z_image_lev1.fits,2012-09-04 00:00:11+00:00,171a,1232580,2012-09-04 00:00:08+00:00,0 days 00:00:03
aia_lev1_171a_2012_03_19t00_00_00_34z_image_lev1.fits,2012-03-19 00:00:00+00:00,171a,990720,2012-03-19 00:00:07+00:00,0 days 00:00:07
aia_lev1_171a_2012_07_29t00_00_11_34z_image_lev1.fits,2012-07-29 00:00:11+00:00,171a,1179960,2012-07-29 00:00:09+00:00,0 days 00:00:02
aia_lev1_171a_2011_04_24t00_00_00_34z_image_lev1.fits,2011-04-24 00:00:00+00:00,171a,515520,2011-04-24 00:00:11+00:00,0 days 00:00:11
aia_lev1_304a_2012_09_17t00_00_07_12z_image_lev1.fits,2012-09-17 00:00:07+00:00,304a,1251300,2012-09-17 00:00:11+00:00,0 days 00:00:04
aia_lev1_193a_2012_07_21t00_00_06_84z_image_lev1.fits,2012-07-21 00:00:06+00:00,193a,1169280,2012-07-21 00:00:07+00:00,0 days 00:00:01
aia_lev1_193a_2011_02_04t00_00_07_84z_image_lev1.fits,2011-02-04 00:00:07+00:00,193a,401760,2011-02-04 00:00:09+00:00,0 days 00:00:02
aia_lev1_304a_2012_08_11t00_00_07_12z_image_lev1.fits,2012-08-11 00:00:07+00:00,304a,1198680,2012-08-11 00:00:12+00:00,0 days 00:00:05
aia_lev1_171a_2011_01_27t00_00_00_34z_image_lev1.fits,2011-01-27 00:00:00+00:00,171a,390240,2011-01-27 00:00:07+00:00,0 days 00:00:07
aia_lev1_304a_2012_03_30t00_00_08_12z_image_lev1.fits,2012-03-30 00:00:08+00:00,304a,1006560,2012-03-30 00:00:10+00:00,0 days 00:00:02
aia_lev1_304a_2012_05_14t00_00_08_15z_image_lev1.fits,2012-05-14 00:00:08+00:00,304a,1071360,2012-05-14 00:00:12+00:00,0 days 00:00:04
aia_lev1_171a_2012_03_04t00_00_00_34z_image_lev1.fits,2012-03-04 00:00:00+00:00,171a,969120,2012-03-04 00:00:12+00:00,0 days 00:00:12
aia_lev1_171a_2011_02_09t00_00_00_34z_image_lev1.fits,2011-02-09 00:00:00+00:00,171a,408960,2011-02-09 00:00:11+00:00,0 days 00:00:11
aia_lev1_304a_2012_08_27t00_00_07_12z_image_lev1.fits,2012-08-27 00:00:07+00:00,304a,1221060,2012-08-27 00:00:06+00:00,0 days 00:00:01
aia_lev1_304a_2012_06_11t00_00_08_13z_image_lev1.fits,2012-06-11 00:00:08+00:00,304a,1111680,2012-06-11 00:00:09+00:00,0 days 00:00:01
aia_lev1_193a_2011_01_28t00_00_07_84z_image_lev1.fits,2011-01-28 00:00:07+00:00,193a,391680,2011-01-28 00:00:07+00:00,0 days 00:00:00
aia_lev1_171a_2012_11_15t00_00_11_34z_image_lev1.fits,2012-11-15 00:00:11+00:00,171a,1335960,2012-11-15 00:00:07+00:00,0 days 00:00:04
aia_lev1_171a_2011_01_31t00_00_00_34z_image_lev1.fits,2011-01-31 00:00:00+00:00,171a,396000,2011-01-31 00:00:08+00:00,0 days 00:00:08
aia_lev1_171a_2011_01_03t00_00_00_34z_image_lev1.fits,2011-01-03 00:00:00+00:00,171a,355680,2011-01-03 00:00:11+00:00,0 days 00:00:11
aia_lev1_304a_2011_02_10t00_00_08_12z_image_lev1.fits,2011-02-10 00:00:08+00:00,304a,410400,2011-02-10 00:00:11+00:00,0 days 00:00:03
aia_lev1_193a_2012_05_02t00_00_07_84z_image_lev1.fits,2012-05-02 00:00:07+00:00,193a,1054080,2012-05-02 00:00:09+00:00,0 days 00:00:02
aia_lev1_304a_2012_11_30t00_00_07_12z_image_lev1.fits,2012-11-30 00:00:07+00:00,304a,1357560,2012-11-30 00:00:11+00:00,0 days 00:00:04
aia_lev1_304a_2011_04_15t00_00_08_13z_image_lev1.fits,2011-04-15 00:00:08+00:00,304a,502560,2011-04-15 00:00:09+00:00,0 days 00:00:01
aia_lev1_193a_2011_03_03t00_00_07_84z_image_lev1.fits,2011-03-03 00:00:07+00:00,193a,440640,2011-03-03 00:00:07+00:00,0 days 00:00:00
aia_lev1_171a_2012_05_05t00_00_00_35z_image_lev1.fits,2012-05-05 00:00:00+00:00,171a,1058400,2012-05-05 00:00:10+00:00,0 days 00:00:10
aia_lev1_304a_2012_12_21t00_00_07_12z_image_lev1.fits,2012-12-21 00:00:07+00:00,304a,1387800,2012-12-21 00:00:06+00:00,0 days 00:00:01
aia_lev1_193a_2012_10_18t00_00_06_84z_image_lev1.fits,2012-10-18 00:00:06+00:00,193a,1295640,2012-10-18 00:00:10+00:00,0 days 00:00:04
aia_lev1_193a_2011_06_05t00_00_07_84z_image_lev1.fits,2011-06-05 00:00:07+00:00,193a,576000,2011-06-05 00:00:11+00:00,0 days 00:00:04
aia_lev1_304a_2012_04_13t00_00_08_14z_image_lev1.fits,2012-04-13 00:00:08+00:00,304a,1026720,2012-04-13 00:00:14+00:00,0 days 00:00:06
aia_lev1_304a_2012_03_16t00_00_08_12z_image_lev1.fits,2012-03-16 00:00:08+00:00,304a,986400,2012-03-16 00:00:06+00:00,0 days 00:00:02
aia_lev1_304a_2011_02_28t00_00_08_12z_image_lev1.fits,2011-02-28 00:00:08+00:00,304a,436320,2011-02-28 00:00:06+00:00,0 days 00:00:02
aia_lev1_171a_2012_07_31t00_00_11_35z_image_lev1.fits,2012-07-31 00:00:11+00:00,171a,1182840,2012-07-31 00:00:09+00:00,0 days 00:00:02
aia_lev1_171a_2011_02_08t00_00_00_34z_image_lev1.fits,2011-02-08 00:00:00+00:00,171a,407520,2011-02-08 00:00:10+00:00,0 days 00:00:10
aia_lev1_304a_2011_02_01t00_00_08_14z_image_lev1.fits,2011-02-01 00:00:08+00:00,304a,397440,2011-02-01 00:00:08+00:00,0 days 00:00:00
aia_lev1_304a_2012_05_18t00_00_08_12z_image_lev1.fits,2012-05-18 00:00:08+00:00,304a,1077120,2012-05-18 00:00:13+00:00,0 days 00:00:05
aia_lev1_304a_2012_12_31t00_00_07_12z_image_lev1.fits,2012-12-31 00:00:07+00:00,304a,1402200,2012-12-31 00:00:08+00:00,0 days 00:00:01
aia_lev1_193a_2011_04_20t00_00_07_84z_image_lev1.fits,2011-04-20 00:00:07+00:00,193a,509760,2011-04-20 00:00:10+00:00,0 days 00:00:03
aia_lev1_211a_2011_01_22t00_00_00_63z_image_lev1.fits,2011-01-22 00:00:00+00:00,211a,383040,2011-01-22 00:00:06+00:00,0 days 00:00:06
aia_lev1_304a_2012_06_14t00_00_08_12z_image_lev1.fits,2012-06-14 00:00:08+00:00,304a,1116000,2012-06-14 00:00:09+00:00,0 days 00:00:01
aia_lev1_193a_2011_02_10t00_00_07_84z_image_lev1.fits,2011-02-10 00:00:07+00:00,193a,410400,2011-02-10 00:00:11+00:00,0 days 00:00:04
aia_lev1_193a_2011_01_02t00_00_07_84z_image_lev1.fits,2011-01-02 00:00:07+00:00,193a,354240,2011-01-02 00:00:10+00:00,0 days 00:00:03
aia_lev1_304a_2012_10_18t00_00_07_12z_image_lev1.fits,2012-10-18 00:00:07+00:00,304a,1295640,2012-10-18 00:00:10+00:00,0 days 00:00:03
aia_lev1_193a_2012_12_30t00_00_06_84z_image_lev1.fits,2012-12-30 00:00:06+00:00,193a,1400760,2012-12-30 00:00:08+00:00,0 days 00:00:02
aia_lev1_171a_2011_06_07t00_00_00_34z_image_lev1.fits,2011-06-07 00:00:00+00:00,171a,578880,2011-06-07 00:00:12+00:00,0 days 00:00:12
aia_lev1_304a_2012_04_26t00_00_08_13z_image_lev1.fits,2012-04-26 00:00:08+00:00,304a,1045440,2012-04-26 00:00:07+00:00,0 days 00:00:01
aia_lev1_193a_2011_01_07t00_00_07_84z_image_lev1.fits,2011-01-07 00:00:07+00:00,193a,361440,2011-01-07 00:00:12+00:00,0 days 00:00:05
aia_lev1_171a_2011_05_18t00_00_00_34z_image_lev1.fits,2011-05-18 00:00:00+00:00,171a,550080,2011-05-18 00:00:07+00:00,0 days 00:00:07
aia_lev1_193a_2012_12_21t00_00_06_84z_image_lev1.fits,2012-12-21 00:00:06+00:00,193a,1387800,2012-12-21 00:00:06+00:00,0 days 00:00:00
aia_lev1_304a_2012_08_08t00_00_07_12z_image_lev1.fits,2012-08-08 00:00:07+00:00,304a,1194360,2012-08-08 00:00:11+00:00,0 days 00:00:04
aia_lev1_304a_2012_08_29t00_00_07_12z_image_lev1.fits,2012-08-29 00:00:07+00:00,304a,1223940,2012-08-29 00:00:06+00:00,0 days 00:00:01
aia_lev1_211a_2011_04_07t00_00_00_62z_image_lev1.fits,2011-04-07 00:00:00+00:00,211a,491040,2011-04-07 00:00:07+00:00,0 days 00:00:07
aia_lev1_304a_2011_05_13t00_00_08_12z_image_lev1.fits,2011-05-13 00:00:08+00:00,304a,542880,2011-05-13 00:00:06+00:00,0 days 00:00:02
aia_lev1_304a_2012_06_04t00_00_08_12z_image_lev1.fits,2012-06-04 00:00:08+00:00,304a,1101600,2012-06-04 00:00:07+00:00,0 days 00:00:01
aia_lev1_193a_2011_01_10t00_00_07_84z_image_lev1.fits,2011-01-10 00:00:07+00:00,193a,365760,2011-01-10 00:00:13+00:00,0 days 00:00:06
aia_lev1_193a_2012_04_11t00_00_07_84z_image_lev1.fits,2012-04-11 00:00:07+00:00,193a,1023840,2012-04-11 00:00:13+00:00,0 days 00:00:06
aia_lev1_171a_2012_03_07t00_00_00_35z_image_lev1.fits,2012-03-07 00:00:00+00:00,171a,973440,2012-03-07 00:00:13+00:00,0 days 00:00:13
aia_lev1_171a_2012_07_09t00_00_11_34z_image_lev1.fits,2012-07-09 00:00:11+00:00,171a,1152000,2012-07-09 00:00:14+00:00,0 days 00:00:03
aia_lev1_304a_2012_04_19t00_00_08_14z_image_lev1.fits,2012-04-19 00:00:08+00:00,304a,1035360,2012-04-19 00:00:06+00:00,0 days 00:00:02
aia_lev1_304a_2012_04_04t00_00_08_12z_image_lev1.fits,2012-04-04 00:00:08+00:00,304a,1013760,2012-04-04 00:00:12+00:00,0 days 00:00:04
aia_lev1_171a_2012_09_07t00_00_11_34z_image_lev1.fits,2012-09-07 00:00:11+00:00,171a,1236900,2012-09-07 00:00:09+00:00,0 days 00:00:02
aia_lev1_171a_2012_09_24t00_00_11_34z_image_lev1.fits,2012-09-24 00:00:11+00:00,171a,1261380,2012-09-24 00:00:13+00:00,0 days 00:00:02
aia_lev1_193a_2012_09_02t00_00_06_84z_image_lev1.fits,2012-09-02 00:00:06+00:00,193a,1229700,2012-09-02 00:00:07+00:00,0 days 00:00:01
aia_lev1_171a_2011_04_12t00_00_00_35z_image_lev1.fits,2011-04-12 00:00:00+00:00,171a,498240,2011-04-12 00:00:08+00:00,0 days 00:00:08
aia_lev1_193a_2012_06_20t00_00_07_84z_image_lev1.fits,2012-06-20 00:00:07+00:00,193a,1124640,2012-06-20 00:00:11+00:00,0 days 00:00:04
aia_lev1_211a_2011_02_09t00_00_00_62z_image_lev1.fits,2011-02-09 00:00:00+00:00,211a,408960,2011-02-09 00:00:11+00:00,0 days 00:00:11
aia_lev1_171a_2011_02_15t00_00_00_34z_image_lev1.fits,2011-02-15 00:00:00+00:00,171a,417600,2011-02-15 00:00:12+00:00,0 days 00:00:12
aia_lev1_193a_2012_11_22t00_00_06_84z_image_lev1.fits,2012-11-22 00:00:06+00:00,193a,1346040,2012-11-22 00:00:09+00:00,0 days 00:00:03
aia_lev1_193a_2011_06_13t00_00_07_84z_image_lev1.fits,2011-06-13 00:00:07+00:00,193a,587520,2011-06-13 00:00:13+00:00,0 days 00:00:06
aia_lev1_171a_2012_05_12t00_00_00_34z_image_lev1.fits,2012-05-12 00:00:00+00:00,171a,1068480,2012-05-12 00:00:11+00:00,0 days 00:00:11
aia_lev1_171a_2012_08_15t00_00_11_34z_image_lev1.fits,2012-08-15 00:00:11+00:00,171a,1204440,2012-08-15 00:00:13+00:00,0 days 00:00:02
aia_lev1_193a_2012_06_22t00_00_07_84z_image_lev1.fits,2012-06-22 00:00:07+00:00,193a,1127520,2012-06-22 00:00:11+00:00,0 days 00:00:04
aia_lev1_193a_2012_11_21t00_00_06_84z_image_lev1.fits,2012-11-21 00:00:06+00:00,193a,1344600,2012-11-21 00:00:08+00:00,0 days 00:00:02
aia_lev1_193a_2011_06_24t00_00_07_84z_image_lev1.fits,2011-06-24 00:00:07+00:00,193a,603360,2011-06-24 00:00:06+00:00,0 days 00:00:01
aia_lev1_193a_2012_12_18t00_00_06_84z_image_lev1.fits,2012-12-18 00:00:06+00:00,193a,1383480,2012-12-18 00:00:05+00:00,0 days 00:00:01
aia_lev1_193a_2011_04_07t00_00_07_84z_image_lev1.fits,2011-04-07 00:00:07+00:00,193a,491040,2011-04-07 00:00:07+00:00,0 days 00:00:00
aia_lev1_171a_2011_02_11t00_00_00_35z_image_lev1.fits,2011-02-11 00:00:00+00:00,171a,411840,2011-02-11 00:00:11+00:00,0 days 00:00:11
aia_lev1_193a_2012_06_13t00_00_07_84z_image_lev1.fits,2012-06-13 00:00:07+00:00,193a,1114560,2012-06-13 00:00:09+00:00,0 days 00:00:02
aia_lev1_171a_2011_05_07t00_00_00_34z_image_lev1.fits,2011-05-07 00:00:00+00:00,171a,534240,2011-05-07 00:00:14+00:00,0 days 00:00:14
aia_lev1_304a_2012_11_22t00_00_07_12z_image_lev1.fits,2012-11-22 00:00:07+00:00,304a,1346040,2012-11-22 00:00:09+00:00,0 days 00:00:02
aia_lev1_171a_2012_09_15t00_00_11_35z_image_lev1.fits,2012-09-15 00:00:11+00:00,171a,1248420,2012-09-15 00:00:11+00:00,0 days 00:00:00
aia_lev1_304a_2011_04_26t00_00_08_13z_image_lev1.fits,2011-04-26 00:00:08+00:00,304a,518400,2011-04-26 00:00:12+00:00,0 days 00:00:04
aia_lev1_211a_2011_05_11t00_00_00_63z_image_lev1.fits,2011-05-11 00:00:00+00:00,211a,540000,2011-05-11 00:00:05+00:00,0 days 00:00:05
aia_lev1_304a_2011_02_27t00_00_08_12z_image_lev1.fits,2011-02-27 00:00:08+00:00,304a,434880,2011-02-27 00:00:06+00:00,0 days 00:00:02
aia_lev1_171a_2011_03_10t00_00_00_35z_image_lev1.fits,2011-03-10 00:00:00+00:00,171a,450720,2011-03-10 00:00:08+00:00,0 days 00:00:08
aia_lev1_304a_2012_12_16t00_00_07_12z_image_lev1.fits,2012-12-16 00:00:07+00:00,304a,1380600,2012-12-16 00:00:05+00:00,0 days 00:00:02
aia_lev1_193a_2012_08_23t00_00_06_84z_image_lev1.fits,2012-08-23 00:00:06+00:00,193a,1215300,2012-08-23 00:00:05+00:00,0 days 00:00:01
aia_lev1_171a_2012_06_07t00_00_00_35z_image_lev1.fits,2012-06-07 00:00:00+00:00,171a,1105920,2012-06-07 00:00:08+00:00,0 days 00:00:08
aia_lev1_193a_2012_03_07t00_00_07_84z_image_lev1.fits,2012-03-07 00:00:07+00:00,193a,973440,2012-03-07 00:00:13+00:00,0 days 00:00:06
aia_lev1_171a_2012_12_02t00_00_11_34z_image_lev1.fits,2012-12-02 00:00:11+00:00,171a,1360440,2012-12-02 00:00:11+00:00,0 days 00:00:00
aia_lev1_211a_2011_03_18t00_00_00_62z_image_lev1.fits,2011-03-18 00:00:00+00:00,211a,462240,2011-03-18 00:00:11+00:00,0 days 00:00:11
aia_lev1_304a_2012_10_11t00_00_07_12z_image_lev1.fits,2012-10-11 00:00:07+00:00,304a,1285560,2012-10-11 00:00:08+00:00,0 days 00:00:01
aia_lev1_193a_2012_10_30t00_00_06_84z_image_lev1.fits,2012-10-30 00:00:06+00:00,193a,1312920,2012-10-30 00:00:13+00:00,0 days 00:00:07
aia_lev1_304a_2011_01_17t00_00_08_12z_image_lev1.fits,2011-01-17 00:00:08+00:00,304a,375840,2011-01-17 00:00:14+00:00,0 days 00:00:06
aia_lev1_171a_2012_09_09t00_00_11_34z_image_lev1.fits,2012-09-09 00:00:11+00:00,171a,1239780,2012-09-09 00:00:09+00:00,0 days 00:00:02
aia_lev1_193a_2012_03_01t00_00_07_84z_image_lev1.fits,2012-03-01 00:00:07+00:00,193a,964800,2012-03-01 00:00:11+00:00,0 days 00:00:04
aia_lev1_304a_2011_01_06t00_00_08_12z_image_lev1.fits,2011-01-06 00:00:08+00:00,304a,360000,2011-01-06 00:00:11+00:00,0 days 00:00:03
aia_lev1_304a_2012_04_28t00_00_08_12z_image_lev1.fits,2012-04-28 00:00:08+00:00,304a,1048320,2012-04-28 00:00:08+00:00,0 days 00:00:00
aia_lev1_193a_2011_04_02t00_00_07_84z_image_lev1.fits,2011-04-02 00:00:07+00:00,193a,483840,2011-04-02 00:00:05+00:00,0 days 00:00:02
aia_lev1_171a_2012_06_19t00_00_00_34z_image_lev1.fits,2012-06-19 00:00:00+00:00,171a,1123200,2012-06-19 00:00:10+00:00,0 days 00:00:10
aia_lev1_171a_2012_07_20t00_00_11_34z_image_lev1.fits,2012-07-20 00:00:11+00:00,171a,1167840,2012-07-20 00:00:07+00:00,0 days 00:00:04
aia_lev1_193a_2012_04_30t00_00_07_84z_image_lev1.fits,2012-04-30 00:00:07+00:00,193a,1051200,2012-04-30 00:00:08+00:00,0 days 00:00:01
aia_lev1_211a_2011_01_16t00_00_00_63z_image_lev1.fits,2011-01-16 00:00:00+00:00,211a,374400,2011-01-16 00:00:14+00:00,0 days 00:00:14
aia_lev1_211a_2011_04_15t00_00_00_62z_image_lev1.fits,2011-04-15 00:00:00+00:00,211a,502560,2011-04-15 00:00:09+00:00,0 days 00:00:09
aia_lev1_171a_2011_07_03t00_00_00_35z_image_lev1.fits,2011-07-03 00:00:00+00:00,171a,616320,2011-07-03 00:00:08+00:00,0 days 00:00:08
aia_lev1_304a_2011_02_08t00_00_08_12z_image_lev1.fits,2011-02-08 00:00:08+00:00,304a,407520,2011-02-08 00:00:10+00:00,0 days 00:00:02
aia_lev1_211a_2011_02_07t00_00_00_62z_image_lev1.fits,2011-02-07 00:00:00+00:00,211a,406080,2011-02-07 00:00:10+00:00,0 days 00:00:10
aia_lev1_171a_2011_05_31t00_00_00_35z_image_lev1.fits,2011-05-31 00:00:00+00:00,171a,568800,2011-05-31 00:00:10+00:00,0 days 00:00:10
aia_lev1_304a_2011_05_28t00_00_08_12z_image_lev1.fits,2011-05-28 00:00:08+00:00,304a,564480,2011-05-28 00:00:09+00:00,0 days 00:00:01
aia_lev1_171a_2012_08_06t00_00_11_34z_image_lev1.fits,2012-08-06 00:00:11+00:00,171a,1191480,2012-08-06 00:00:11+00:00,0 days 00:00:00
