aia_filenames,aia_iso_dates,aia_wavelengths,eve_indices,eve_dates,time_delta
aia_lev1_171a_2012_05_26t00_00_00_35z_image_lev1.fits,2012-05-26 00:00:00+00:00,171a,1088640,2012-05-26 00:00:05+00:00,0 days 00:00:05
aia_lev1_193a_2011_03_13t00_00_07_84z_image_lev1.fits,2011-03-13 00:00:07+00:00,193a,455040,2011-03-13 00:00:09+00:00,0 days 00:00:02
aia_lev1_193a_2012_10_27t00_00_06_84z_image_lev1.fits,2012-10-27 00:00:06+00:00,193a,1308600,2012-10-27 00:00:12+00:00,0 days 00:00:06
aia_lev1_171a_2012_12_10t00_00_11_34z_image_lev1.fits,2012-12-10 00:00:11+00:00,171a,1371960,2012-12-10 00:00:13+00:00,0 days 00:00:02
aia_lev1_304a_2012_08_03t00_00_07_12z_image_lev1.fits,2012-08-03 00:00:07+00:00,304a,1187160,2012-08-03 00:00:10+00:00,0 days 00:00:03
aia_lev1_171a_2011_05_21t00_00_00_35z_image_lev1.fits,2011-05-21 00:00:00+00:00,171a,554400,2011-05-21 00:00:08+00:00,0 days 00:00:08
aia_lev1_304a_2012_06_21t00_00_08_12z_image_lev1.fits,2012-06-21 00:00:08+00:00,304a,1126080,2012-06-21 00:00:11+00:00,0 days 00:00:03
aia_lev1_304a_2012_07_03t00_00_08_99z_image_lev1.fits,2012-07-03 00:00:08+00:00,304a,1143360,2012-07-03 00:00:13+00:00,0 days 00:00:05
aia_lev1_304a_2012_07_08t00_00_07_12z_image_lev1.fits,2012-07-08 00:00:07+00:00,304a,1150560,2012-07-08 00:00:14+00:00,0 days 00:00:07
aia_lev1_304a_2012_11_21t00_00_07_12z_image_lev1.fits,2012-11-21 00:00:07+00:00,304a,1344600,2012-11-21 00:00:08+00:00,0 days 00:00:01
aia_lev1_193a_2012_08_17t00_00_06_84z_image_lev1.fits,2012-08-17 00:00:06+00:00,193a,1206660,2012-08-17 00:00:13+00:00,0 days 00:00:07
aia_lev1_193a_2012_12_25t00_00_06_84z_image_lev1.fits,2012-12-25 00:00:06+00:00,193a,1393560,2012-12-25 00:00:07+00:00,0 days 00:00:01
aia_lev1_304a_2012_03_05t00_00_08_12z_image_lev1.fits,2012-03-05 00:00:08+00:00,304a,970560,2012-03-05 00:00:12+00:00,0 days 00:00:04
aia_lev1_193a_2012_07_11t00_00_06_84z_image_lev1.fits,2012-07-11 00:00:06+00:00,193a,1154880,2012-07-11 00:00:05+00:00,0 days 00:00:01
aia_lev1_171a_2011_01_28t00_00_00_34z_image_lev1.fits,2011-01-28 00:00:00+00:00,171a,391680,2011-01-28 00:00:07+00:00,0 days 00:00:07
aia_lev1_171a_2011_03_12t00_00_00_34z_image_lev1.fits,2011-03-12 00:00:00+00:00,171a,453600,2011-03-12 00:00:09+00:00,0 days 00:00:09
aia_lev1_193a_2012_12_08t00_00_06_84z_image_lev1.fits,2012-12-08 00:00:06+00:00,193a,1369080,2012-12-08 00:00:13+00:00,0 days 00:00:07
aia_lev1_193a_2012_07_22t00_00_06_84z_image_lev1.fits,2012-07-22 00:00:06+00:00,193a,1170720,2012-07-22 00:00:07+00:00,0 days 00:00:01
aia_lev1_211a_2011_03_21t00_00_00_63z_image_lev1.fits,2011-03-21 00:00:00+00:00,211a,466560,2011-03-21 00:00:12+00:00,0 days 00:00:12
aia_lev1_304a_2011_01_27t00_00_08_13z_image_lev1.fits,2011-01-27 00:00:08+00:00,304a,390240,2011-01-27 00:00:07+00:00,0 days 00:00:01
aia_lev1_193a_2012_10_05t00_00_06_84z_image_lev1.fits,2012-10-05 00:00:06+00:00,193a,1276920,2012-10-05 00:00:06+00:00,0 days 00:00:00
aia_lev1_193a_2011_02_27t00_00_07_84z_image_lev1.fits,2011-02-27 00:00:07+00:00,193a,434880,2011-02-27 00:00:06+00:00,0 days 00:00:01
aia_lev1_193a_2012_06_27t00_00_07_84z_image_lev1.fits,2012-06-27 00:00:07+00:00,193a,1134720,2012-06-27 00:00:12+00:00,0 days 00:00:05
aia_lev1_171a_2012_07_21t00_00_11_34z_image_lev1.fits,2012-07-21 00:00:11+00:00,171a,1169280,2012-07-21 00:00:07+00:00,0 days 00:00:04
aia_lev1_193a_2011_06_21t00_00_07_84z_image_lev1.fits,2011-06-21 00:00:07+00:00,193a,599040,2011-06-21 00:00:05+00:00,0 days 00:00:02
aia_lev1_304a_2012_05_25t00_00_08_14z_image_lev1.fits,2012-05-25 00:00:08+00:00,304a,1087200,2012-05-25 00:00:05+00:00,0 days 00:00:03
aia_lev1_211a_2011_03_27t00_00_00_63z_image_lev1.fits,2011-03-27 00:00:00+00:00,211a,475200,2011-03-27 00:00:13+00:00,0 days 00:00:13
aia_lev1_193a_2011_01_20t00_00_07_84z_image_lev1.fits,2011-01-20 00:00:07+00:00,193a,380160,2011-01-20 00:00:05+00:00,0 days 00:00:02
aia_lev1_304a_2011_02_24t00_00_08_12z_image_lev1.fits,2011-02-24 00:00:08+00:00,304a,430560,2011-02-24 00:00:05+00:00,0 days 00:00:03
aia_lev1_304a_2011_01_21t00_00_08_12z_image_lev1.fits,2011-01-21 00:00:08+00:00,304a,381600,2011-01-21 00:00:05+00:00,0 days 00:00:03
aia_lev1_304a_2012_10_06t00_00_07_12z_image_lev1.fits,2012-10-06 00:00:07+00:00,304a,1278360,2012-10-06 00:00:07+00:00,0 days 00:00:00
aia_lev1_211a_2011_04_01t00_00_00_62z_image_lev1.fits,2011-04-01 00:00:00+00:00,211a,482400,2011-04-01 00:00:05+00:00,0 days 00:00:05
aia_lev1_304a_2012_06_03t00_00_08_12z_image_lev1.fits,2012-06-03 00:00:08+00:00,304a,1100160,2012-06-03 00:00:07+00:00,0 days 00:00:01
aia_lev1_171a_2012_08_17t00_00_11_34z_image_lev1.fits,2012-08-17 00:00:11+00:00,171a,1206660,2012-08-17 00:00:13+00:00,0 days 00:00:02
aia_lev1_171a_2012_09_18t00_00_11_34z_image_lev1.fits,2012-09-18 00:00:11+00:00,171a,1252740,2012-09-18 00:00:12+00:00,0 days 00:00:01
aia_lev1_171a_2012_08_20t00_00_11_34z_image_lev1.fits,2012-08-20 00:00:11+00:00,171a,1210980,2012-08-20 00:00:14+00:00,0 days 00:00:03
aia_lev1_304a_2012_03_08t00_00_08_13z_image_lev1.fits,2012-03-08 00:00:08+00:00,304a,974880,2012-03-08 00:00:13+00:00,0 days 00:00:05
aia_lev1_304a_2011_06_09t00_00_08_12z_image_lev1.fits,2011-06-09 00:00:08+00:00,304a,581760,2011-06-09 00:00:12+00:00,0 days 00:00:04
aia_lev1_193a_2011_02_17t00_00_07_84z_image_lev1.fits,2011-02-17 00:00:07+00:00,193a,420480,2011-02-17 00:00:13+00:00,0 days 00:00:06
aia_lev1_211a_2011_01_14t00_00_00_62z_image_lev1.fits,2011-01-14 00:00:00+00:00,211a,371520,2011-01-14 00:00:14+00:00,0 days 00:00:14
aia_lev1_304a_2011_01_07t00_00_08_13z_image_lev1.fits,2011-01-07 00:00:08+00:00,304a,361440,2011-01-07 00:00:12+00:00,0 days 00:00:04
aia_lev1_304a_2011_01_03t00_00_08_12z_image_lev1.fits,2011-01-03 00:00:08+00:00,304a,355680,2011-01-03 00:00:11+00:00,0 days 00:00:03
aia_lev1_171a_2011_04_06t00_00_00_34z_image_lev1.fits,2011-04-06 00:00:00+00:00,171a,489600,2011-04-06 00:00:06+00:00,0 days 00:00:06
aia_lev1_193a_2011_05_06t00_00_07_84z_image_lev1.fits,2011-05-06 00:00:07+00:00,193a,532800,2011-05-06 00:00:14+00:00,0 days 00:00:07
aia_lev1_193a_2012_03_28t00_00_07_84z_image_lev1.fits,2012-03-28 00:00:07+00:00,193a,1003680,2012-03-28 00:00:09+00:00,0 days 00:00:02
aia_lev1_171a_2011_01_18t00_00_00_34z_image_lev1.fits,2011-01-18 00:00:00+00:00,171a,377280,2011-01-18 00:00:05+00:00,0 days 00:00:05
aia_lev1_193a_2011_02_15t00_00_07_84z_image_lev1.fits,2011-02-15 00:00:07+00:00,193a,417600,2011-02-15 00:00:12+00:00,0 days 00:00:05
aia_lev1_171a_2011_05_24t00_00_00_34z_image_lev1.fits,2011-05-24 00:00:00+00:00,171a,558720,2011-05-24 00:00:08+00:00,0 days 00:00:08
aia_lev1_171a_2011_04_10t00_00_00_34z_image_lev1.fits,2011-04-10 00:00:00+00:00,171a,495360,2011-04-10 00:00:07+00:00,0 days 00:00:07
aia_lev1_304a_2012_08_20t00_00_07_12z_image_lev1.fits,2012-08-20 00:00:07+00:00,304a,1210980,2012-08-20 00:00:14+00:00,0 days 00:00:07
aia_lev1_171a_2012_07_05t00_00_12_07z_image_lev1.fits,2012-07-05 00:00:12+00:00,171a,1146240,2012-07-05 00:00:13+00:00,0 days 00:00:01
aia_lev1_171a_2012_11_22t00_00_11_34z_image_lev1.fits,2012-11-22 00:00:11+00:00,171a,1346040,2012-11-22 00:00:09+00:00,0 days 00:00:02
aia_lev1_193a_2012_08_28t00_00_06_84z_image_lev1.fits,2012-08-28 00:00:06+00:00,193a,1222500,2012-08-28 00:00:06+00:00,0 days 00:00:00
aia_lev1_171a_2011_01_25t00_00_00_34z_image_lev1.fits,2011-01-25 00:00:00+00:00,171a,387360,2011-01-25 00:00:07+00:00,0 days 00:00:07
aia_lev1_211a_2011_04_02t00_00_00_63z_image_lev1.fits,2011-04-02 00:00:00+00:00,211a,483840,2011-04-02 00:00:05+00:00,0 days 00:00:05
aia_lev1_193a_2012_08_07t00_00_06_84z_image_lev1.fits,2012-08-07 00:00:06+00:00,193a,1192920,2012-08-07 00:00:11+00:00,0 days 00:00:05
aia_lev1_304a_2012_10_20t00_00_07_12z_image_lev1.fits,2012-10-20 00:00:07+00:00,304a,1298520,2012-10-20 00:00:10+00:00,0 days 00:00:03
aia_lev1_171a_2011_05_12t00_00_00_34z_image_lev1.fits,2011-05-12 00:00:00+00:00,171a,541440,2011-05-12 00:00:06+00:00,0 days 00:00:06
aia_lev1_171a_2012_05_03t00_00_00_35z_image_lev1.fits,2012-05-03 00:00:00+00:00,171a,1055520,2012-05-03 00:00:09+00:00,0 days 00:00:09
aia_lev1_193a_2012_03_18t00_00_07_84z_image_lev1.fits,2012-03-18 00:00:07+00:00,193a,989280,2012-03-18 00:00:06+00:00,0 days 00:00:01
aia_lev1_304a_2011_05_16t00_00_08_13z_image_lev1.fits,2011-05-16 00:00:08+00:00,304a,547200,2011-05-16 00:00:07+00:00,0 days 00:00:01
aia_lev1_211a_2011_01_27t00_00_00_62z_image_lev1.fits,2011-01-27 00:00:00+00:00,211a,390240,2011-01-27 00:00:07+00:00,0 days 00:00:07
aia_lev1_304a_2012_10_15t00_00_07_12z_image_lev1.fits,2012-10-15 00:00:07+00:00,304a,1291320,2012-10-15 00:00:09+00:00,0 days 00:00:02
aia_lev1_193a_2012_12_10t00_00_06_84z_image_lev1.fits,2012-12-10 00:00:06+00:00,193a,1371960,2012-12-10 00:00:13+00:00,0 days 00:00:07
aia_lev1_171a_2011_04_17t00_00_00_34z_image_lev1.fits,2011-04-17 00:00:00+00:00,171a,505440,2011-04-17 00:00:09+00:00,0 days 00:00:09
aia_lev1_304a_2011_06_15t00_00_08_12z_image_lev1.fits,2011-06-15 00:00:08+00:00,304a,590400,2011-06-15 00:00:14+00:00,0 days 00:00:06
aia_lev1_171a_2011_07_02t00_00_00_34z_image_lev1.fits,2011-07-02 00:00:00+00:00,171a,614880,2011-07-02 00:00:08+00:00,0 days 00:00:08
aia_lev1_171a_2011_05_11t00_00_00_34z_image_lev1.fits,2011-05-11 00:00:00+00:00,171a,540000,2011-05-11 00:00:05+00:00,0 days 00:00:05
aia_lev1_171a_2012_05_10t00_00_00_34z_image_lev1.fits,2012-05-10 00:00:00+00:00,171a,1065600,2012-05-10 00:00:11+00:00,0 days 00:00:11
aia_lev1_171a_2012_08_23t00_00_11_34z_image_lev1.fits,2012-08-23 00:00:11+00:00,171a,1215300,2012-08-23 00:00:05+00:00,0 days 00:00:06
aia_lev1_304a_2012_12_17t00_00_07_12z_image_lev1.fits,2012-12-17 00:00:07+00:00,304a,1382040,2012-12-17 00:00:05+00:00,0 days 00:00:02
aia_lev1_304a_2012_03_14t00_00_08_14z_image_lev1.fits,2012-03-14 00:00:08+00:00,304a,983520,2012-03-14 00:00:00+00:00,0 days 00:00:08
aia_lev1_304a_2012_10_25t00_00_07_12z_image_lev1.fits,2012-10-25 00:00:07+00:00,304a,1305720,2012-10-25 00:00:11+00:00,0 days 00:00:04
aia_lev1_304a_2012_12_07t00_00_07_12z_image_lev1.fits,2012-12-07 00:00:07+00:00,304a,1367640,2012-12-07 00:00:12+00:00,0 days 00:00:05
aia_lev1_193a_2011_05_05t00_00_07_84z_image_lev1.fits,2011-05-05 00:00:07+00:00,193a,531360,2011-05-05 00:00:14+00:00,0 days 00:00:07
aia_lev1_171a_2012_07_18t00_00_11_34z_image_lev1.fits,2012-07-18 00:00:11+00:00,171a,1164960,2012-07-18 00:00:06+00:00,0 days 00:00:05
aia_lev1_193a_2011_04_26t00_00_07_84z_image_lev1.fits,2011-04-26 00:00:07+00:00,193a,518400,2011-04-26 00:00:12+00:00,0 days 00:00:05
aia_lev1_304a_2012_12_23t00_00_07_12z_image_lev1.fits,2012-12-23 00:00:07+00:00,304a,1390680,2012-12-23 00:00:06+00:00,0 days 00:00:01
aia_lev1_304a_2012_10_21t00_00_07_12z_image_lev1.fits,2012-10-21 00:00:07+00:00,304a,1299960,2012-10-21 00:00:10+00:00,0 days 00:00:03
aia_lev1_211a_2011_04_10t00_00_00_62z_image_lev1.fits,2011-04-10 00:00:00+00:00,211a,495360,2011-04-10 00:00:07+00:00,0 days 00:00:07
aia_lev1_193a_2012_06_18t00_00_07_84z_image_lev1.fits,2012-06-18 00:00:07+00:00,193a,1121760,2012-06-18 00:00:10+00:00,0 days 00:00:03
aia_lev1_304a_2012_04_18t00_00_08_12z_image_lev1.fits,2012-04-18 00:00:08+00:00,304a,1033920,2012-04-18 00:00:05+00:00,0 days 00:00:03
aia_lev1_193a_2011_01_27t00_00_07_84z_image_lev1.fits,2011-01-27 00:00:07+00:00,193a,390240,2011-01-27 00:00:07+00:00,0 days 00:00:00
aia_lev1_193a_2012_11_29t00_00_06_84z_image_lev1.fits,2012-11-29 00:00:06+00:00,193a,1356120,2012-11-29 00:00:10+00:00,0 days 00:00:04
aia_lev1_304a_2012_10_09t00_00_07_13z_image_lev1.fits,2012-10-09 00:00:07+00:00,304a,1282680,2012-10-09 00:00:07+00:00,0 days 00:00:00
aia_lev1_211a_2011_01_07t00_00_00_62z_image_lev1.fits,2011-01-07 00:00:00+00:00,211a,361440,2011-01-07 00:00:12+00:00,0 days 00:00:12
aia_lev1_211a_2011_01_30t00_00_00_63z_image_lev1.fits,2011-01-30 00:00:00+00:00,211a,394560,2011-01-30 00:00:08+00:00,0 days 00:00:08
aia_lev1_171a_2012_08_14t00_00_11_34z_image_lev1.fits,2012-08-14 00:00:11+00:00,171a,1203000,2012-08-14 00:00:13+00:00,0 days 00:00:02
aia_lev1_304a_2012_12_14t00_00_07_14z_image_lev1.fits,2012-12-14 00:00:07+00:00,304a,1377720,2012-12-14 00:00:14+00:00,0 days 00:00:07
aia_lev1_304a_2012_12_10t00_00_07_12z_image_lev1.fits,2012-12-10 00:00:07+00:00,304a,1371960,2012-12-10 00:00:13+00:00,0 days 00:00:06
aia_lev1_171a_2011_04_26t00_00_00_34z_image_lev1.fits,2011-04-26 00:00:00+00:00,171a,518400,2011-04-26 00:00:12+00:00,0 days 00:00:12
aia_lev1_171a_2012_07_07t00_00_13_70z_image_lev1.fits,2012-07-07 00:00:13+00:00,171a,1149120,2012-07-07 00:00:14+00:00,0 days 00:00:01
aia_lev1_193a_2013_01_01t00_00_06_84z_image_lev1.fits,2013-01-01 00:00:06+00:00,193a,1403640,2013-01-01 00:00:09+00:00,0 days 00:00:03
aia_lev1_304a_2011_01_25t00_00_08_12z_image_lev1.fits,2011-01-25 00:00:08+00:00,304a,387360,2011-01-25 00:00:07+00:00,0 days 00:00:01
aia_lev1_193a_2012_03_03t00_00_07_84z_image_lev1.fits,2012-03-03 00:00:07+00:00,193a,967680,2012-03-03 00:00:12+00:00,0 days 00:00:05
aia_lev1_193a_2011_02_22t00_00_07_84z_image_lev1.fits,2011-02-22 00:00:07+00:00,193a,427680,2011-02-22 00:00:14+00:00,0 days 00:00:07
aia_lev1_193a_2012_03_06t00_00_07_84z_image_lev1.fits,2012-03-06 00:00:07+00:00,193a,972000,2012-03-06 00:00:12+00:00,0 days 00:00:05
aia_lev1_171a_2011_06_18t00_00_00_34z_image_lev1.fits,2011-06-18 00:00:00+00:00,171a,594720,2011-06-18 00:00:14+00:00,0 days 00:00:14
aia_lev1_171a_2012_07_26t00_00_11_34z_image_lev1.fits,2012-07-26 00:00:11+00:00,171a,1175640,2012-07-26 00:00:08+00:00,0 days 00:00:03
aia_lev1_171a_2011_05_28t00_00_00_35z_image_lev1.fits,2011-05-28 00:00:00+00:00,171a,564480,2011-05-28 00:00:09+00:00,0 days 00:00:09
aia_lev1_171a_2011_03_28t00_00_00_34z_image_lev1.fits,2011-03-28 00:00:00+00:00,171a,476640,2011-03-28 00:00:14+00:00,0 days 00:00:14
aia_lev1_304a_2011_06_16t00_00_08_12z_image_lev1.fits,2011-06-16 00:00:08+00:00,304a,591840,2011-06-16 00:00:14+00:00,0 days 00:00:06
aia_lev1_193a_2012_03_13t00_00_07_84z_image_lev1.fits,2012-03-13 00:00:07+00:00,193a,982080,2012-03-13 00:00:00+00:00,0 days 00:00:07
aia_lev1_193a_2012_12_26t00_00_06_84z_image_lev1.fits,2012-12-26 00:00:06+00:00,193a,1395000,2012-12-26 00:00:07+00:00,0 days 00:00:01
aia_lev1_193a_2012_08_01t00_00_06_84z_image_lev1.fits,2012-08-01 00:00:06+00:00,193a,1184280,2012-08-01 00:00:10+00:00,0 days 00:00:04
aia_lev1_171a_2012_04_27t00_00_00_35z_image_lev1.fits,2012-04-27 00:00:00+00:00,171a,1046880,2012-04-27 00:00:08+00:00,0 days 00:00:08
aia_lev1_193a_2011_01_03t00_00_07_84z_image_lev1.fits,2011-01-03 00:00:07+00:00,193a,355680,2011-01-03 00:00:11+00:00,0 days 00:00:04
aia_lev1_304a_2011_02_18t00_00_08_12z_image_lev1.fits,2011-02-18 00:00:08+00:00,304a,421920,2011-02-18 00:00:13+00:00,0 days 00:00:05
aia_lev1_193a_2011_03_16t00_00_07_84z_image_lev1.fits,2011-03-16 00:00:07+00:00,193a,459360,2011-03-16 00:00:10+00:00,0 days 00:00:03
aia_lev1_193a_2012_10_19t00_00_06_84z_image_lev1.fits,2012-10-19 00:00:06+00:00,193a,1297080,2012-10-19 00:00:10+00:00,0 days 00:00:04
aia_lev1_171a_2012_09_13t00_00_11_34z_image_lev1.fits,2012-09-13 00:00:11+00:00,171a,1245540,2012-09-13 00:00:10+00:00,0 days 00:00:01
aia_lev1_171a_2012_05_22t00_00_00_35z_image_lev1.fits,2012-05-22 00:00:00+00:00,171a,1082880,2012-05-22 00:00:14+00:00,0 days 00:00:14
aia_lev1_304a_2011_06_12t00_00_08_12z_image_lev1.fits,2011-06-12 00:00:08+00:00,304a,586080,2011-06-12 00:00:13+00:00,0 days 00:00:05
aia_lev1_193a_2012_10_17t00_00_06_84z_image_lev1.fits,2012-10-17 00:00:06+00:00,193a,1294200,2012-10-17 00:00:09+00:00,0 days 00:00:03
aia_lev1_304a_2012_10_30t00_00_07_12z_image_lev1.fits,2012-10-30 00:00:07+00:00,304a,1312920,2012-10-30 00:00:13+00:00,0 days 00:00:06
aia_lev1_211a_2011_05_04t00_00_00_63z_image_lev1.fits,2011-05-04 00:00:00+00:00,211a,529920,2011-05-04 00:00:14+00:00,0 days 00:00:14
aia_lev1_171a_2012_05_21t00_00_00_35z_image_lev1.fits,2012-05-21 00:00:00+00:00,171a,1081440,2012-05-21 00:00:14+00:00,0 days 00:00:14
aia_lev1_304a_2012_10_27t00_00_07_12z_image_lev1.fits,2012-10-27 00:00:07+00:00,304a,1308600,2012-10-27 00:00:12+00:00,0 days 00:00:05
aia_lev1_171a_2012_04_21t00_00_00_34z_image_lev1.fits,2012-04-21 00:00:00+00:00,171a,1038240,2012-04-21 00:00:06+00:00,0 days 00:00:06
aia_lev1_193a_2012_12_07t00_00_06_84z_image_lev1.fits,2012-12-07 00:00:06+00:00,193a,1367640,2012-12-07 00:00:12+00:00,0 days 00:00:06
aia_lev1_304a_2011_02_04t00_00_08_12z_image_lev1.fits,2011-02-04 00:00:08+00:00,304a,401760,2011-02-04 00:00:09+00:00,0 days 00:00:01
aia_lev1_171a_2012_07_04t00_00_13_43z_image_lev1.fits,2012-07-04 00:00:13+00:00,171a,1144800,2012-07-04 00:00:13+00:00,0 days 00:00:00
aia_lev1_304a_2012_11_06t00_00_07_12z_image_lev1.fits,2012-11-06 00:00:07+00:00,304a,1323000,2012-11-06 00:00:14+00:00,0 days 00:00:07
aia_lev1_193a_2012_04_10t00_00_07_84z_image_lev1.fits,2012-04-10 00:00:07+00:00,193a,1022400,2012-04-10 00:00:13+00:00,0 days 00:00:06
aia_lev1_193a_2012_04_14t00_00_07_84z_image_lev1.fits,2012-04-14 00:00:07+00:00,193a,1028160,2012-04-14 00:00:14+00:00,0 days 00:00:07
aia_lev1_171a_2011_03_23t00_00_00_34z_image_lev1.fits,2011-03-23 00:00:00+00:00,171a,469440,2011-03-23 00:00:12+00:00,0 days 00:00:12
aia_lev1_193a_2011_03_17t00_00_07_84z_image_lev1.fits,2011-03-17 00:00:07+00:00,193a,460800,2011-03-17 00:00:11+00:00,0 days 00:00:04
aia_lev1_304a_2012_09_27t00_00_07_14z_image_lev1.fits,2012-09-27 00:00:07+00:00,304a,1265700,2012-09-27 00:00:14+00:00,0 days 00:00:07
aia_lev1_193a_2012_10_02t00_00_06_84z_image_lev1.fits,2012-10-02 00:00:06+00:00,193a,1272600,2012-10-02 00:00:05+00:00,0 days 00:00:01
aia_lev1_171a_2011_04_11t00_00_00_34z_image_lev1.fits,2011-04-11 00:00:00+00:00,171a,496800,2011-04-11 00:00:08+00:00,0 days 00:00:08
aia_lev1_193a_2012_12_02t00_00_06_84z_image_lev1.fits,2012-12-02 00:00:06+00:00,193a,1360440,2012-12-02 00:00:11+00:00,0 days 00:00:05
aia_lev1_304a_2012_06_16t00_00_08_12z_image_lev1.fits,2012-06-16 00:00:08+00:00,304a,1118880,2012-06-16 00:00:10+00:00,0 days 00:00:02
aia_lev1_193a_2012_12_04t00_00_06_84z_image_lev1.fits,2012-12-04 00:00:06+00:00,193a,1363320,2012-12-04 00:00:12+00:00,0 days 00:00:06
aia_lev1_304a_2012_11_28t00_00_07_12z_image_lev1.fits,2012-11-28 00:00:07+00:00,304a,1354680,2012-11-28 00:00:10+00:00,0 days 00:00:03
aia_lev1_211a_2011_03_05t00_00_00_63z_image_lev1.fits,2011-03-05 00:00:00+00:00,211a,443520,2011-03-05 00:00:07+00:00,0 days 00:00:07
aia_lev1_193a_2011_02_01t00_00_07_84z_image_lev1.fits,2011-02-01 00:00:07+00:00,193a,397440,2011-02-01 00:00:08+00:00,0 days 00:00:01
aia_lev1_171a_2012_06_21t00_00_00_34z_image_lev1.fits,2012-06-21 00:00:00+00:00,171a,1126080,2012-06-21 00:00:11+00:00,0 days 00:00:11
aia_lev1_193a_2011_06_09t00_00_07_84z_image_lev1.fits,2011-06-09 00:00:07+00:00,193a,581760,2011-06-09 00:00:12+00:00,0 days 00:00:05
aia_lev1_171a_2012_11_07t00_00_11_34z_image_lev1.fits,2012-11-07 00:00:11+00:00,171a,1324440,2012-11-07 00:00:05+00:00,0 days 00:00:06
aia_lev1_193a_2011_04_29t00_00_07_84z_image_lev1.fits,2011-04-29 00:00:07+00:00,193a,522720,2011-04-29 00:00:12+00:00,0 days 00:00:05
aia_lev1_171a_2011_04_30t00_00_00_34z_image_lev1.fits,2011-04-30 00:00:00+00:00,171a,524160,2011-04-30 00:00:13+00:00,0 days 00:00:13
aia_lev1_304a_2012_12_11t00_00_07_12z_image_lev1.fits,2012-12-11 00:00:07+00:00,304a,1373400,2012-12-11 00:00:13+00:00,0 days 00:00:06
aia_lev1_171a_2012_06_14t00_00_00_34z_image_lev1.fits,2012-06-14 00:00:00+00:00,171a,1116000,2012-06-14 00:00:09+00:00,0 days 00:00:09
aia_lev1_304a_2011_02_26t00_00_08_12z_image_lev1.fits,2011-02-26 00:00:08+00:00,304a,433440,2011-02-26 00:00:05+00:00,0 days 00:00:03
aia_lev1_171a_2012_06_26t00_00_00_34z_image_lev1.fits,2012-06-26 00:00:00+00:00,171a,1133280,2012-06-26 00:00:12+00:00,0 days 00:00:12
aia_lev1_304a_2012_09_30t00_00_07_12z_image_lev1.fits,2012-09-30 00:00:07+00:00,304a,1270020,2012-09-30 00:00:05+00:00,0 days 00:00:02
aia_lev1_304a_2012_06_19t00_00_08_13z_image_lev1.fits,2012-06-19 00:00:08+00:00,304a,1123200,2012-06-19 00:00:10+00:00,0 days 00:00:02
aia_lev1_171a_2011_03_07t00_00_00_34z_image_lev1.fits,2011-03-07 00:00:00+00:00,171a,446400,2011-03-07 00:00:08+00:00,0 days 00:00:08
aia_lev1_304a_2012_11_19t00_00_07_13z_image_lev1.fits,2012-11-19 00:00:07+00:00,304a,1341720,2012-11-19 00:00:08+00:00,0 days 00:00:01
aia_lev1_304a_2012_12_22t00_00_07_12z_image_lev1.fits,2012-12-22 00:00:07+00:00,304a,1389240,2012-12-22 00:00:06+00:00,0 days 00:00:01
aia_lev1_304a_2011_02_09t00_00_08_12z_image_lev1.fits,2011-02-09 00:00:08+00:00,304a,408960,2011-02-09 00:00:11+00:00,0 days 00:00:03
aia_lev1_171a_2012_08_22t00_00_11_34z_image_lev1.fits,2012-08-22 00:00:11+00:00,171a,1213860,2012-08-22 00:00:05+00:00,0 days 00:00:06
aia_lev1_211a_2011_04_20t00_00_00_62z_image_lev1.fits,2011-04-20 00:00:00+00:00,211a,509760,2011-04-20 00:00:10+00:00,0 days 00:00:10
aia_lev1_171a_2012_09_03t00_00_11_35z_image_lev1.fits,2012-09-03 00:00:11+00:00,171a,1231140,2012-09-03 00:00:07+00:00,0 days 00:00:04
aia_lev1_304a_2012_11_01t00_00_07_15z_image_lev1.fits,2012-11-01 00:00:07+00:00,304a,1315800,2012-11-01 00:00:13+00:00,0 days 00:00:06
aia_lev1_171a_2011_04_02t00_00_00_34z_image_lev1.fits,2011-04-02 00:00:00+00:00,171a,483840,2011-04-02 00:00:05+00:00,0 days 00:00:05
aia_lev1_171a_2012_04_10t00_00_00_34z_image_lev1.fits,2012-04-10 00:00:00+00:00,171a,1022400,2012-04-10 00:00:13+00:00,0 days 00:00:13
aia_lev1_193a_2012_09_16t00_00_06_84z_image_lev1.fits,2012-09-16 00:00:06+00:00,193a,1249860,2012-09-16 00:00:11+00:00,0 days 00:00:05
aia_lev1_304a_2012_03_10t00_00_08_13z_image_lev1.fits,2012-03-10 00:00:08+00:00,304a,977760,2012-03-10 00:00:14+00:00,0 days 00:00:06
aia_lev1_211a_2011_03_10t00_00_00_62z_image_lev1.fits,2011-03-10 00:00:00+00:00,211a,450720,2011-03-10 00:00:08+00:00,0 days 00:00:08
aia_lev1_304a_2011_03_30t00_00_08_12z_image_lev1.fits,2011-03-30 00:00:08+00:00,304a,479520,2011-03-30 00:00:14+00:00,0 days 00:00:06
aia_lev1_171a_2012_08_12t00_00_11_35z_image_lev1.fits,2012-08-12 00:00:11+00:00,171a,1200120,2012-08-12 00:00:12+00:00,0 days 00:00:01
aia_lev1_171a_2011_03_27t00_00_00_34z_image_lev1.fits,2011-03-27 00:00:00+00:00,171a,475200,2011-03-27 00:00:13+00:00,0 days 00:00:13
